customer_id,age,gender,country,city_tier,tenure_months,recency_days,frequency,monetary_eur,avg_order_value,app_sessions_30d,pages_per_session,wishlist_items,email_open_rate,category_diversity,preferred_category,channel,return_rate,discount_usage_ratio,complained,churn
ZC006114,25.0,Male,USA,Tier 2,21,32,1,70.71,70.71,5,6.3,6,0.417,4,Women,Store,0.274,0.143,0,0
ZC006115,36.0,Male,USA,Tier 3,9,89,4,257.53,64.38,2,2.7,2,0.633,8,Women,Store,0.285,0.409,0,0
ZC006116,47.0,Female,Spain,Tier 2,10,63,1,38.21,38.21,3,2.3,2,0.206,2,Kids,Store,0.549,0.138,0,1
ZC006117,19.0,Female,Spain,Tier 2,24,36,1,62.95,62.95,3,9.4,4,0.437,7,Kids,Store,0.283,0.473,1,0
ZC006118,21.0,Female,USA,Tier 1,15,37,2,142.0,71.0,7,2.5,2,0.414,7,Kids,Store,0.396,0.259,0,0
ZC006119,27.0,Female,Spain,Tier 2,6,11,1,86.87,86.87,10,2.9,5,0.756,8,Women,Store,0.184,0.552,0,0
ZC006120,28.0,Male,Other,Tier 2,14,132,1,62.04,62.04,3,5.9,2,0.081,3,Women,Mixed,0.1,0.273,0,1
ZC006121,52.0,Male,USA,Tier 1,33,113,2,224.96,112.48,0,1.0,7,0.646,3,Kids,Store,0.534,0.475,1,1
ZC006122,42.0,Female,USA,Tier 1,22,2,7,634.03,90.58,7,9.0,3,0.5,4,Men,Store,0.145,0.387,0,0
ZC006123,41.0,Male,Mexico,Tier 1,12,111,1,51.66,51.66,0,1.8,0,0.692,3,Home,Mixed,0.221,0.246,0,1
ZC006124,29.0,Female,USA,Tier 1,19,241,3,196.45,65.48,2,12.5,4,0.323,8,Women,Mixed,0.142,0.243,0,1
ZC006125,29.0,Female,Italy,Tier 2,35,117,2,55.3,27.65,0,10.2,9,0.296,4,Women,Online,0.307,0.043,0,1
ZC006126,17.0,Male,Other,Tier 1,9,30,1,94.33,94.33,9,2.6,1,0.148,7,Women,Online,0.511,0.446,0,0
ZC006127,40.0,Female,USA,Tier 2,8,73,1,69.66,69.66,1,3.6,3,0.536,2,Women,Online,0.308,0.325,0,0
ZC006128,37.0,Female,UK,Tier 3,22,6,2,242.82,121.41,5,7.2,5,0.844,2,TRF,Store,0.373,0.239,0,0
ZC006129,45.0,Male,USA,Tier 3,14,21,1,64.2,64.2,3,3.9,4,0.419,7,Women,Online,0.159,0.423,0,0
ZC006130,30.0,Female,UK,Tier 2,22,111,3,249.66,83.22,0,2.1,6,0.485,6,Men,Store,0.171,0.391,0,1
ZC006131,31.0,Female,Germany,Tier 3,20,20,6,478.65,79.77,7,9.5,1,0.538,3,Men,Online,0.131,0.158,0,0
ZC006132,34.0,Female,USA,Tier 1,22,45,2,217.58,108.79,7,11.5,4,0.428,6,Kids,Store,0.112,0.39,0,0
ZC006133,41.0,Female,UK,Tier 2,55,52,3,357.47,119.16,5,10.5,5,0.252,7,Beauty,Store,0.243,0.237,0,0
ZC006134,17.0,Female,France,Tier 2,7,108,1,67.3,67.3,3,7.4,1,0.423,6,Women,Online,0.484,0.092,0,0
ZC006135,39.0,Female,Spain,Tier 3,30,46,1,76.34,76.34,7,5.7,5,0.557,1,Men,Online,0.083,0.209,0,0
ZC006136,32.0,Female,USA,Tier 2,26,21,1,69.91,69.91,8,5.2,3,0.539,5,Home,Store,0.65,0.484,1,1
ZC006137,21.0,Female,France,Tier 1,29,75,1,127.27,127.27,1,8.6,4,0.459,4,TRF,Online,0.253,0.587,0,0
ZC006138,16.0,Female,Spain,Tier 2,4,13,2,187.51,93.76,2,3.4,2,0.583,8,Women,Store,0.201,0.358,0,0
ZC006139,31.0,Male,Italy,Tier 2,32,169,4,293.1,73.28,1,1.6,5,0.691,8,TRF,Mixed,0.167,0.381,0,1
ZC006140,46.0,Female,Other,Tier 1,16,12,1,85.12,85.12,5,5.3,5,0.333,7,Men,Store,0.086,0.043,0,0
ZC006141,49.0,Female,Mexico,Tier 2,21,117,1,103.53,103.53,0,2.7,7,0.683,4,Kids,Online,0.226,0.541,0,0
ZC006142,36.0,Male,USA,Tier 2,18,90,1,60.22,60.22,2,1.0,4,0.409,5,Home,Store,0.067,0.718,0,0
ZC006143,52.0,Female,UK,Tier 2,10,116,1,67.48,67.48,1,1.8,3,0.408,4,Men,Online,0.337,0.089,1,0
ZC006144,32.0,Female,Germany,Tier 3,17,18,4,186.42,46.6,3,3.0,2,0.181,5,Women,Mixed,0.306,0.315,0,0
ZC006145,42.0,Female,Italy,Tier 2,20,28,1,97.73,97.73,4,3.5,2,0.54,2,Women,Online,0.215,0.206,0,0
ZC006146,27.0,Female,Other,Tier 3,27,32,3,197.73,65.91,6,1.0,3,0.137,7,Men,Store,0.207,0.276,0,0
ZC006147,27.0,Male,France,Tier 1,24,45,3,141.22,47.07,7,6.8,3,0.101,1,Women,Mixed,0.387,0.539,0,0
ZC006148,25.0,Female,USA,Tier 1,18,12,3,312.58,104.19,9,5.2,5,0.764,3,Men,Mixed,0.321,0.091,0,0
ZC006149,16.0,Male,USA,Tier 1,20,54,3,228.75,76.25,4,4.4,3,0.415,1,Men,Store,0.174,0.455,0,0
ZC006150,45.0,Female,Other,Tier 1,20,55,4,106.48,26.62,8,7.1,2,0.686,8,Men,Mixed,0.269,0.086,0,0
ZC006151,26.0,Female,Germany,Tier 2,27,113,2,187.1,93.55,0,9.0,2,0.399,2,Women,Store,0.649,0.147,0,1
ZC006152,24.0,Female,Other,Tier 2,32,50,4,158.81,39.7,3,1.5,6,0.55,5,Women,Mixed,0.304,0.545,0,0
ZC006153,20.0,Female,Italy,Tier 1,34,5,1,61.64,61.64,5,15.5,1,0.621,5,Women,Online,0.259,0.182,0,0
ZC006154,30.0,Female,Other,Tier 1,15,8,1,76.32,76.32,8,4.8,0,0.163,3,Women,Store,0.376,0.256,0,0
ZC006155,50.0,Female,France,Tier 3,16,24,2,179.7,89.85,4,2.1,5,0.131,4,Women,Mixed,0.611,0.518,0,1
ZC006156,53.0,Female,Other,Tier 1,14,43,1,55.27,55.27,4,4.0,2,0.397,3,Women,Online,0.145,0.321,0,0
ZC006157,16.0,Male,Other,Tier 1,20,195,1,50.05,50.05,2,4.6,6,0.348,3,Women,Store,0.1,0.236,0,1
ZC006158,28.0,Male,Other,Tier 2,60,134,4,417.67,104.42,2,3.1,4,0.412,5,Home,Online,0.159,0.468,0,0
ZC006159,22.0,Female,Other,Tier 2,15,39,3,318.79,106.26,3,3.0,3,0.307,2,TRF,Mixed,0.307,0.568,0,0
ZC006160,42.0,Male,France,Tier 1,29,26,2,145.9,72.95,7,1.2,4,0.755,8,Women,Online,0.547,0.17,0,0
ZC006161,35.0,Female,Italy,Tier 1,29,55,2,134.62,67.31,5,3.4,1,,4,Women,Mixed,0.511,0.189,0,1
ZC006162,26.0,Female,France,Tier 1,25,55,3,195.07,65.02,2,1.2,10,0.42,5,Women,Mixed,0.222,0.214,0,1
ZC006163,33.0,Female,Mexico,Tier 1,4,50,1,66.68,66.68,6,2.3,6,0.315,1,Men,Online,0.151,0.46,0,1
ZC006164,27.0,Female,Mexico,Tier 1,18,12,4,296.43,74.11,5,2.8,4,0.456,6,Women,Online,0.232,0.1,0,0
ZC006165,48.0,Female,Mexico,Tier 1,26,34,4,401.81,100.45,7,7.1,3,0.605,5,Women,Mixed,0.591,0.122,0,0
ZC006166,37.0,Female,UK,Tier 1,11,32,2,76.19,38.1,5,9.0,1,0.349,8,Women,Mixed,0.497,0.037,0,0
ZC006167,39.0,Male,Mexico,Tier 1,4,71,1,73.83,73.83,1,20.4,4,0.29,6,TRF,Mixed,0.201,0.386,0,0
ZC006168,16.0,Female,Other,Tier 2,27,133,5,487.82,97.56,0,8.1,1,0.539,5,Women,Online,0.176,0.153,0,1
ZC006169,31.0,Male,Germany,Tier 1,32,32,6,466.31,77.72,6,1.5,5,0.116,8,Women,Online,0.186,0.251,1,0
ZC006170,53.0,Female,UK,Tier 1,18,67,1,57.86,57.86,1,4.1,0,0.682,7,Men,Mixed,0.328,0.472,0,0
ZC006171,45.0,Female,Other,Tier 1,13,0,1,104.22,104.22,5,13.1,2,0.37,5,Women,Mixed,0.318,0.536,0,0
ZC006172,16.0,Female,Mexico,Tier 1,45,64,3,174.78,58.26,6,4.9,1,0.145,8,Women,Store,0.59,0.212,0,0
ZC006173,29.0,Female,UK,Tier 2,33,17,1,55.06,55.06,7,1.5,3,0.716,5,Women,Mixed,0.335,0.137,0,0
ZC006174,20.0,Female,France,Tier 1,9,26,1,36.53,36.53,4,4.8,6,0.125,2,Women,Mixed,0.383,0.145,0,0
ZC006175,49.0,Male,Italy,Tier 3,21,70,1,95.73,95.73,0,7.6,3,0.113,1,Women,Store,0.338,0.215,0,0
ZC006176,34.0,Female,Italy,Tier 2,9,55,3,132.01,44.0,5,3.5,3,0.568,1,Women,Online,0.087,0.405,1,0
ZC006177,24.0,Female,USA,Tier 1,15,4,1,38.21,38.21,7,2.8,2,0.383,7,Men,Mixed,0.361,0.215,0,0
ZC006178,32.0,Male,USA,Tier 3,41,71,4,314.17,78.54,1,1.9,7,0.386,5,Kids,Mixed,0.14,0.501,0,0
ZC006179,16.0,Female,Other,Tier 1,41,190,2,101.82,50.91,1,1.9,3,0.361,2,Men,Mixed,0.278,0.582,0,1
ZC006180,21.0,Male,Other,Tier 1,13,11,4,347.07,86.77,5,6.7,2,0.39,3,Men,Mixed,0.504,0.279,0,0
ZC006181,32.0,Female,UK,Tier 1,28,32,2,171.16,85.58,6,2.4,7,0.397,1,Home,Mixed,0.431,0.193,0,0
ZC006182,40.0,Female,Other,Tier 2,9,43,3,246.0,82.0,3,6.1,4,0.631,6,Men,Store,0.221,0.092,0,0
ZC006183,16.0,Female,UK,Tier 2,60,40,5,254.2,50.84,1,1.1,7,0.58,8,Women,Online,0.175,0.135,0,0
ZC006184,28.0,Male,USA,Tier 2,4,110,1,90.24,90.24,1,13.8,1,0.173,1,Women,Store,0.282,0.135,0,1
ZC006185,42.0,Female,Italy,Tier 3,15,88,1,48.03,48.03,0,3.5,1,0.485,2,Beauty,Mixed,0.218,0.221,0,0
ZC006186,17.0,Female,Spain,Tier 3,28,64,6,629.97,105.0,0,4.1,4,0.475,8,Men,Mixed,0.216,0.46,0,0
ZC006187,34.0,Male,Spain,Tier 1,10,45,2,141.06,70.53,6,6.8,3,0.485,7,Women,Mixed,0.182,0.169,0,0
ZC006188,33.0,Male,Other,Tier 3,9,89,5,336.14,67.23,1,1.6,4,0.07,1,Men,Store,0.078,0.135,0,0
ZC006189,49.0,Female,France,Tier 1,19,4,5,417.11,83.42,8,7.8,2,0.362,8,Men,Store,0.134,0.389,0,0
ZC006190,30.0,Female,USA,Tier 3,12,211,1,111.55,111.55,0,4.2,2,0.225,4,Men,Online,0.432,0.334,0,0
ZC006191,30.0,Male,France,Tier 1,4,114,1,85.49,85.49,3,17.0,3,0.528,8,Women,Store,0.46,0.55,0,0
ZC006192,41.0,Female,France,Tier 1,19,125,4,246.75,61.69,2,3.2,4,0.537,1,Men,Store,0.655,0.347,0,1
ZC006193,19.0,Female,Germany,Tier 1,27,260,4,354.39,88.6,0,2.3,5,0.365,1,Women,Store,0.304,0.694,0,1
ZC006194,30.0,Female,USA,Tier 1,17,111,1,99.29,99.29,0,5.3,3,,7,TRF,Mixed,0.449,0.459,0,0
ZC006195,27.0,Female,UK,Tier 2,18,14,1,87.22,87.22,3,4.1,3,0.476,8,Men,Mixed,0.387,0.324,0,0
ZC006196,31.0,Female,France,Tier 1,25,60,1,72.42,72.42,1,7.6,3,0.457,6,Women,Online,0.24,0.383,0,0
ZC006197,40.0,Male,Germany,Tier 1,52,109,5,374.48,74.9,1,13.0,2,0.72,7,Home,Online,0.23,0.064,0,0
ZC006198,38.0,Female,Other,Tier 3,14,59,3,290.24,96.75,8,3.0,7,,1,TRF,Mixed,0.407,0.329,0,0
ZC006199,25.0,Male,UK,Tier 2,24,65,1,102.14,102.14,0,4.3,7,0.456,1,Men,Mixed,0.536,0.342,0,1
ZC006200,33.0,Male,Other,Tier 2,19,138,4,273.24,68.31,0,1.0,1,0.745,8,Men,Online,0.407,0.391,0,1
ZC006201,47.0,Female,Other,Tier 3,8,45,2,183.67,91.84,4,1.5,3,,1,Beauty,Online,0.129,0.097,1,0
ZC006202,24.0,Male,USA,Tier 1,31,163,4,343.98,86.0,0,1.9,2,0.54,4,Women,Online,0.454,0.245,0,0
ZC006203,33.0,Female,Spain,Tier 1,44,28,5,246.0,49.2,5,4.2,3,0.698,2,Kids,Online,0.088,0.002,0,0
ZC006204,30.0,Male,Germany,Tier 1,27,65,1,73.03,73.03,3,5.5,3,0.361,4,Men,Mixed,0.475,0.441,0,1
ZC006205,31.0,Female,Other,Tier 1,3,5,1,97.99,97.99,3,3.9,5,0.495,2,TRF,Online,0.293,0.551,0,0
ZC006206,16.0,Female,Spain,Tier 1,15,5,1,121.82,121.82,8,7.8,2,0.446,5,Women,Online,0.195,0.252,0,0
ZC006207,46.0,Female,USA,Tier 2,27,304,3,250.91,83.64,0,1.1,1,0.432,6,Kids,Store,0.163,0.405,0,1
ZC006208,24.0,Male,Italy,Tier 1,36,58,1,84.87,84.87,14,10.3,4,0.417,6,TRF,Store,0.572,0.091,0,0
ZC006209,42.0,Female,Mexico,Tier 2,5,44,1,73.04,73.04,8,14.7,5,0.811,1,Women,Mixed,0.372,0.374,0,0
ZC006210,26.0,Male,Spain,Tier 2,8,71,2,51.96,25.98,1,2.5,1,0.333,7,Women,Store,0.349,0.46,0,0
ZC006211,26.0,Female,USA,Tier 1,24,90,1,124.62,124.62,4,2.4,4,0.174,5,Men,Online,0.494,0.133,0,0
ZC006212,44.0,Female,USA,Tier 1,20,17,1,57.73,57.73,8,4.9,5,0.177,7,Women,Online,0.268,0.208,0,0
ZC006213,42.0,Female,Other,Tier 1,19,111,1,41.65,41.65,1,7.8,6,0.417,3,Men,Online,0.283,0.201,1,0
ZC006214,34.0,Female,Italy,Tier 2,50,35,4,364.69,91.17,7,2.2,2,0.8,8,Women,Mixed,0.215,0.394,0,0
ZC006215,40.0,Female,UK,Tier 1,53,288,6,400.68,66.78,0,7.2,3,0.232,4,Kids,Store,0.28,0.284,0,1
ZC006216,,Female,Other,Tier 2,10,66,1,134.93,134.93,2,4.1,4,0.449,7,Men,Online,0.2,0.148,0,0
ZC006217,32.0,Male,France,Tier 1,4,33,1,90.99,90.99,3,8.2,3,0.561,1,Women,Store,0.383,0.023,0,0
ZC006218,25.0,Male,Other,Tier 2,18,65,1,119.54,119.54,0,3.7,1,0.563,8,Home,Mixed,0.299,0.241,0,0
ZC006219,41.0,Female,USA,Tier 1,30,10,4,417.14,104.28,4,4.7,6,0.452,3,Women,Mixed,0.176,0.144,0,1
ZC006220,25.0,Female,Spain,Tier 1,38,80,4,255.58,63.9,0,11.3,3,0.36,3,Women,Online,0.184,0.187,0,0
ZC006221,47.0,Female,UK,Tier 1,15,91,3,371.65,123.88,0,5.1,3,0.539,5,Women,Online,0.458,0.046,0,1
ZC006222,29.0,Male,USA,Tier 2,11,46,4,518.89,129.72,5,1.0,3,0.561,6,Women,Online,0.669,0.394,0,0
ZC006223,32.0,Male,Other,Tier 1,25,1,2,204.42,102.21,5,5.0,3,0.422,2,Men,Mixed,0.589,0.231,0,0
ZC006224,40.0,Male,France,Tier 2,16,221,3,295.85,98.62,3,7.4,5,0.467,7,Women,Store,0.544,0.387,0,1
ZC006225,32.0,Male,USA,Tier 1,20,7,1,73.99,73.99,8,1.2,5,0.095,1,Women,Store,0.39,0.476,0,0
ZC006226,29.0,Female,Mexico,Tier 3,28,35,3,240.19,80.06,6,3.7,3,0.265,2,Men,Online,0.281,0.333,0,0
ZC006227,32.0,Female,France,Tier 3,17,105,1,78.58,78.58,2,1.6,4,0.613,5,Women,Store,0.15,0.067,0,0
ZC006228,,Male,France,Tier 1,6,86,1,106.25,106.25,0,7.8,3,0.58,5,Women,Store,0.497,0.166,0,0
ZC006229,25.0,Female,USA,Tier 1,11,23,1,104.47,104.47,10,4.3,4,0.412,8,Women,Online,0.054,0.412,0,0
ZC006230,31.0,Female,Other,Tier 2,12,22,1,72.61,72.61,9,8.6,4,0.504,4,Women,Online,0.416,0.458,0,0
ZC006231,32.0,Female,Germany,Tier 1,12,59,1,82.5,82.5,5,2.6,1,0.389,6,Women,Online,0.094,0.081,0,0
ZC006232,41.0,Male,Other,Tier 1,3,15,1,43.98,43.98,1,3.4,6,0.273,7,Women,Store,0.307,0.523,0,0
ZC006233,31.0,Male,Mexico,Tier 1,58,58,6,501.7,83.62,7,4.7,3,0.366,7,Men,Mixed,0.272,0.214,0,0
ZC006234,50.0,Male,France,Tier 2,8,113,1,82.93,82.93,1,6.2,2,0.323,7,TRF,Mixed,0.345,0.137,0,0
ZC006235,30.0,Female,Spain,Tier 1,31,32,2,181.46,90.73,7,2.2,1,0.42,6,Kids,Store,0.218,0.37,0,0
ZC006236,30.0,Female,Germany,Tier 3,10,48,1,89.74,89.74,3,2.6,1,0.763,6,Women,Online,0.524,0.422,0,1
ZC006237,30.0,Female,Spain,Tier 1,14,77,1,64.41,64.41,1,1.0,3,0.482,6,Women,Store,0.309,0.132,0,0
ZC006238,19.0,Male,Other,Tier 1,19,158,4,445.21,111.3,2,5.5,0,0.593,5,Women,Mixed,0.392,0.059,0,1
ZC006239,22.0,Female,USA,Tier 1,13,82,1,100.72,100.72,0,5.3,1,0.519,5,Men,Mixed,0.233,0.33,1,0
ZC006240,27.0,Male,USA,Tier 3,47,29,8,734.73,91.84,2,4.4,5,0.371,6,Women,Store,0.247,0.039,0,0
ZC006241,43.0,Female,France,Tier 3,60,128,6,485.3,80.88,3,1.5,1,0.353,2,Women,Online,0.337,0.434,0,0
ZC006242,32.0,Male,France,Tier 1,4,107,2,169.61,84.8,0,1.7,2,0.295,5,Women,Online,0.185,0.279,0,1
ZC006243,27.0,Male,Germany,Tier 2,37,124,2,191.87,95.94,3,3.9,4,0.307,7,Women,Store,0.437,0.466,0,1
ZC006244,44.0,Female,Mexico,Tier 1,21,39,3,242.43,80.81,7,8.3,3,0.224,7,Women,Store,0.268,0.302,0,0
ZC006245,48.0,Male,Mexico,Tier 1,15,145,3,135.37,45.12,0,7.3,4,0.456,2,Women,Online,0.622,0.138,0,1
ZC006246,45.0,Female,Other,Tier 1,33,32,3,222.78,74.26,4,4.2,3,0.474,1,Kids,Online,0.251,0.198,0,0
ZC006247,23.0,Male,UK,Tier 2,39,22,2,90.58,45.29,6,9.0,6,0.277,8,Kids,Online,0.23,0.472,0,0
ZC006248,27.0,Male,France,Tier 1,18,147,4,260.63,65.16,2,9.4,2,0.272,7,Kids,Store,0.277,0.14,0,0
ZC006249,50.0,Female,Other,Tier 2,44,56,7,792.41,113.2,8,5.3,5,0.877,4,Kids,Online,0.13,0.558,0,0
ZC006250,34.0,Female,USA,Tier 1,3,58,1,49.52,49.52,4,1.4,3,0.358,6,Men,Store,0.258,0.395,0,0
ZC006251,,Male,USA,Tier 3,30,16,1,39.98,39.98,8,9.9,3,0.258,3,Women,Store,0.355,0.252,0,0
ZC006252,39.0,Male,Spain,Tier 3,20,19,2,87.57,43.78,5,3.4,2,0.489,6,Men,Store,0.33,0.167,1,0
ZC006253,42.0,Female,Italy,Tier 1,22,24,1,78.23,78.23,8,1.7,4,0.497,7,Home,Store,0.306,0.117,0,0
ZC006254,26.0,Male,Italy,Tier 2,36,36,3,281.91,93.97,4,2.3,3,0.412,2,Men,Online,0.369,0.131,0,1
ZC006255,34.0,Female,USA,Tier 2,28,37,1,70.73,70.73,3,1.0,8,,1,Men,Mixed,0.28,0.245,0,0
ZC006256,41.0,Female,Spain,Tier 3,59,5,7,205.86,29.41,6,5.1,2,0.354,3,Men,Mixed,0.199,0.161,0,0
ZC006257,20.0,Female,Spain,Tier 1,60,105,5,283.88,56.78,1,3.9,2,,8,Women,Store,0.453,0.251,0,0
ZC006258,32.0,Female,France,Tier 1,17,218,2,255.77,127.88,1,7.3,1,0.273,4,Women,Mixed,0.355,0.495,0,0
ZC006259,21.0,Female,USA,Tier 1,7,16,1,77.34,77.34,2,9.0,2,0.12,6,Women,Online,0.24,0.356,0,0
ZC006260,22.0,Female,Mexico,Tier 2,19,52,1,31.59,31.59,4,10.9,1,0.429,2,Kids,Mixed,0.562,0.427,0,1
ZC006261,26.0,Female,Other,Tier 1,9,120,1,52.92,52.92,3,12.3,1,0.284,4,Women,Store,0.735,0.082,0,1
ZC006262,37.0,Female,Mexico,Tier 1,14,139,4,131.41,32.85,1,1.8,3,0.341,6,Women,Online,0.428,0.289,0,1
ZC006263,29.0,Male,Other,Tier 2,21,34,1,60.98,60.98,8,12.2,2,0.635,3,Women,Mixed,0.296,0.697,0,0
ZC006264,26.0,Male,Other,Tier 3,5,5,1,81.85,81.85,4,4.5,4,0.412,8,Home,Store,0.643,0.483,0,0
ZC006265,33.0,Male,Italy,Tier 1,27,146,1,75.38,75.38,3,2.6,2,0.766,5,Women,Mixed,0.26,0.282,0,0
ZC006266,21.0,Female,France,Tier 1,18,129,2,139.66,69.83,0,6.1,3,0.538,1,Women,Store,0.332,0.176,0,0
ZC006267,36.0,Male,Mexico,Tier 1,11,17,3,364.6,121.53,8,1.0,5,0.353,1,Women,Online,0.642,0.304,0,0
ZC006268,43.0,Female,France,Tier 1,2,141,1,74.19,74.19,2,11.1,7,0.343,8,Men,Mixed,0.351,0.217,0,1
ZC006269,31.0,Female,UK,Tier 1,36,36,1,67.07,67.07,5,6.4,4,0.769,6,Men,Online,0.287,0.073,0,0
ZC006270,30.0,Male,Spain,Tier 1,39,140,2,182.87,91.44,3,5.7,3,,4,Men,Online,0.15,0.58,0,0
ZC006271,36.0,Female,Germany,Tier 1,37,155,2,203.69,101.84,3,3.0,5,0.548,3,Home,Store,0.19,0.462,0,1
ZC006272,16.0,Male,Other,Tier 3,9,124,2,199.6,99.8,0,6.3,1,0.596,3,Home,Online,0.313,0.156,0,0
ZC006273,37.0,Female,Italy,Tier 1,25,180,2,294.47,147.24,1,7.1,8,0.517,2,Men,Online,0.607,0.253,0,1
ZC006274,63.0,Female,UK,Tier 1,40,18,3,181.82,60.61,4,3.4,3,0.221,4,Men,Mixed,0.324,0.528,0,0
ZC006275,31.0,Female,Germany,Tier 1,24,94,1,99.13,99.13,3,3.7,1,0.688,8,Home,Store,0.471,0.196,1,1
ZC006276,,Female,Mexico,Tier 2,22,60,2,187.07,93.54,3,5.5,6,0.239,3,Men,Online,0.125,0.355,0,0
ZC006277,39.0,Female,Mexico,Tier 1,54,97,6,246.67,41.11,4,5.1,3,0.47,2,Men,Online,0.366,0.263,0,0
ZC006278,48.0,Female,France,Tier 1,52,49,4,322.58,80.64,4,8.7,3,0.679,3,Men,Mixed,0.443,0.481,0,1
ZC006279,42.0,Female,USA,Tier 1,14,33,1,58.02,58.02,5,4.6,12,0.447,8,Women,Store,0.183,0.559,0,0
ZC006280,16.0,Male,UK,Tier 1,12,76,3,240.06,80.02,0,7.5,2,0.195,8,Women,Mixed,0.133,0.501,0,0
ZC006281,38.0,Female,Other,Tier 1,10,110,4,463.76,115.94,3,3.9,2,0.71,8,Home,Store,0.337,0.286,0,0
ZC006282,58.0,Female,USA,Tier 2,4,30,1,79.33,79.33,6,2.6,2,0.287,8,Home,Online,0.41,0.183,0,0
ZC006283,38.0,Female,Other,Tier 1,47,16,6,170.01,28.33,5,1.0,8,0.789,3,Kids,Online,0.483,0.34,0,0
ZC006284,20.0,Female,USA,Tier 2,23,123,3,244.41,81.47,3,1.7,3,0.216,1,Women,Online,0.291,0.228,0,1
ZC006285,35.0,Female,Other,Tier 1,14,17,2,79.98,39.99,4,5.3,3,0.143,5,Women,Online,0.256,0.489,0,0
ZC006286,19.0,Female,UK,Tier 2,20,17,1,75.73,75.73,9,7.6,4,0.38,3,TRF,Mixed,0.521,0.346,0,0
ZC006287,44.0,Male,Italy,Tier 3,50,29,6,566.92,94.49,8,4.7,0,0.315,8,Kids,Online,0.5,0.273,1,0
ZC006288,22.0,Female,Italy,Tier 1,5,117,1,46.78,46.78,1,4.4,3,0.272,5,Women,Mixed,0.312,0.448,0,1
ZC006289,33.0,Male,Mexico,Tier 2,46,132,3,265.81,88.6,0,4.7,3,0.41,2,Men,Online,0.208,0.127,0,0
ZC006290,23.0,Female,Mexico,Tier 1,19,53,3,183.83,61.28,8,2.8,3,0.24,8,Women,Mixed,0.34,0.354,0,0
ZC006291,27.0,Female,Spain,Tier 2,26,165,5,129.01,25.8,2,1.8,4,0.18,4,Men,Store,0.473,0.158,0,1
ZC006292,47.0,Female,USA,Tier 1,27,210,3,170.9,56.97,1,4.6,1,0.599,7,Women,Store,0.545,0.248,1,1
ZC006293,33.0,Female,USA,Tier 3,52,44,7,492.7,70.39,5,1.0,3,0.29,3,Women,Online,0.465,0.197,0,0
ZC006294,26.0,Female,Italy,Tier 1,10,93,1,56.43,56.43,3,2.3,5,0.852,5,TRF,Store,0.301,0.109,0,0
ZC006295,21.0,Female,Italy,Tier 1,60,24,6,436.11,72.68,7,1.0,4,0.21,6,Men,Mixed,0.421,0.07,0,0
ZC006296,16.0,Female,USA,Tier 1,7,4,2,142.84,71.42,5,1.9,3,0.33,8,Kids,Mixed,0.173,0.439,0,0
ZC006297,19.0,Female,Mexico,Tier 1,11,52,1,58.94,58.94,5,1.0,5,0.341,1,TRF,Mixed,0.238,0.417,0,0
ZC006298,33.0,Female,USA,Tier 2,31,65,4,315.56,78.89,3,7.8,1,0.173,4,Kids,Mixed,0.529,0.305,0,1
ZC006299,42.0,Male,USA,Tier 2,48,87,4,359.83,89.96,0,4.8,4,0.378,1,Men,Store,0.269,0.355,0,1
ZC006300,26.0,Male,UK,Tier 1,10,52,1,51.49,51.49,5,7.2,4,0.432,2,Women,Online,0.385,0.282,0,0
ZC006301,48.0,Female,Italy,Tier 2,6,7,2,209.67,104.84,5,13.4,7,0.096,8,Women,Store,0.35,0.324,0,0
ZC006302,25.0,Female,Spain,Tier 1,49,36,3,188.72,62.91,5,7.8,2,0.104,8,Men,Store,0.058,0.491,0,0
ZC006303,30.0,Female,Other,Tier 2,14,141,1,80.45,80.45,0,1.3,4,0.391,5,Home,Online,0.511,0.259,0,1
ZC006304,21.0,Male,Italy,Tier 1,15,9,1,53.36,53.36,5,2.0,2,0.456,4,Home,Online,0.382,0.056,0,0
ZC006305,42.0,Female,Germany,Tier 1,21,50,2,112.92,56.46,4,3.1,5,0.511,6,Women,Store,0.342,0.285,0,0
ZC006306,53.0,Female,USA,Tier 1,18,32,1,108.56,108.56,5,2.5,6,0.392,5,Men,Mixed,0.61,0.289,0,1
ZC006307,16.0,Male,Mexico,Tier 1,31,39,4,234.72,58.68,6,6.1,3,0.582,3,Women,Store,0.326,0.16,0,0
ZC006308,29.0,Female,Other,Tier 2,7,126,2,193.14,96.57,1,11.6,7,0.386,4,Women,Online,0.558,0.21,0,0
ZC006309,45.0,Female,France,Tier 3,5,251,1,94.5,94.5,0,9.9,2,0.292,6,Women,Online,0.374,0.385,0,1
ZC006310,18.0,Male,USA,Tier 1,26,27,1,65.51,65.51,4,2.0,3,0.612,5,Women,Store,0.669,0.141,0,1
ZC006311,38.0,Male,UK,Tier 1,27,11,4,356.55,89.14,9,1.2,6,0.432,6,Women,Online,0.123,0.51,0,0
ZC006312,44.0,Female,UK,Tier 1,31,18,1,77.6,77.6,7,11.6,4,0.084,2,TRF,Store,0.29,0.198,0,0
ZC006313,33.0,Female,USA,Tier 2,30,17,5,140.69,28.14,5,9.9,1,0.423,8,Women,Store,0.172,0.212,0,0
ZC006314,38.0,Female,Italy,Tier 1,5,54,1,63.28,63.28,6,2.9,5,0.459,1,Men,Online,0.433,0.18,0,0
